StartDate	Text26	Course#	Class#	COURSENAME	Text28	Text30	Text32	ClassLoc	Contact	ContTel#
7/9/2003	11:00	1024	030169	AED Recertification	2.00	2.00	2.00	Jeannette Hospital	Don Thoma	(724) 527-9341
7/9/2003	7:00	1002	030509	ACLS - R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
7/10/2003	20:00	500	030714	Ambulance Operations	1.00	1.00	1.00	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
7/10/2003	19:00	550	030713	INTERACT (Intersection Accident Ter	1.00	1.00	1.00	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
7/10/2003	8:00	1001	030110	ACLS	0.00	0.00	16.00	Canonsburg Hospital	Michael Gannon	(412) 359-3923
7/16/2003	7:30	1003	030520	PALS	0.00	0.00	16.00	Mercy Hospital	Jim Blosser	(412) 232-5906
7/16/2003	8:00	1002	030076	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
7/16/2003	8:00	1002	030141	ACLS - R	0.00	0.00	8.00	Medical Rescue Team South	Adella Mueller	(724) 356-7381
7/23/2003	16:30	1014	030265	ACLS Refresher - Accelerated			6.00	Valley Ambulance	Judith Haluka	(412) 262-5736
7/24/2003	7:45	1004	030318	PALS-R	0.00	0.00	8.00	Children's Hospital	Prehospital Service	(412) 692-8720
7/28/2003	7:00	1002	030510	ACLS - R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
7/29/2003	8:00	1003	030077	PALS	0.00	0.00	16.00	Forbes regional	Michael Gannon	(412) 359-3923
7/30/2003	7:30	1004	030525	PALS-R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
8/1/2003	12:00	8136	030699	Pulse/EM 2003-08 Transportation Em	1.50	1.50	1.50	Mon Valley	Linda Zidek	(724) 258-1072
8/6/2003	17:30	1015	030269	PALS Refresher - Accelerated			5.00	Valley Ambulance	Judith Haluka	(412) 262-5736
8/7/2003	13:00	5256	030715	Documentation	1.50	1.50	1.50	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
8/7/2003	14:30	5251	030716	Scene Size Up & Initial Assessment	1.50	1.50	1.50	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
8/7/2003	7:00	1001	030502	ACLS	0.00	0.00	16.00	Mercy Hospital	Jim Blosser	(412) 232-5906
8/7/2003	8:00	1002	030078	ACLS - R	0.00	0.00	8.00	Forbes Regional	Michael Gannon	(412) 359-3923
8/13/2003	12:00	501	030171	Gaining Access	1.00	1.00	1.00	Jeannette Hospital	Don Thoma	(724) 527-9341
8/13/2003	11:00	500	030170	Ambulance Operations	1.00	1.00	1.00	Jeannete Hospital	Don Thoma	(724) 527-9341
8/13/2003	19:00	9993	030384	Case Review	3.00	3.00	3.00	Latrobe Hospital	Keith Stouffer	(724) 537-1578
8/13/2003	8:00	1002	030079	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
8/15/2003	7:45	1003	030325	PALS	0.00	0.00	16.00	Children's Hospital	Prehospital Service	(412) 692-8720
8/20/2003	8:00	1001	030080	ACLS	0.00	0.00	16.00	Allegheny General	Michael Gannon	(412) 359-3923
8/21/2003	7:30	1003	030521	PALS	0.00	0.00	16.00	Mercy Hospital	Jim Blosser	(412) 232-5906
8/26/2003	8:00	1001	030081	ACLS	0.00	0.00	16.00	Forbes Regional	Michael Gannon	(412) 359-3923
8/28/2003	8:00	1004	030082	PALS-R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
9/1/2003	12:00	8137	030698	Pulse/EM 2003-09 Lessons From 9/11	1.50	1.50	1.50	Mon Valley	Linda Zidek	(724) 258-1072
9/3/2003	8:00	1003	030083	PALS	0.00	0.00	16.00	Allegheny General	Michael Gannon	(412) 359-3923
9/5/2003	18:30	9993	030459	Case Review	3.00	3.00	3.00	Medical Center Beaver	Joe Campbell	(724) 773-3433
9/6/2003	8:00	1001	030395	ACLS	0.00	0.00	16.00	Jefferson Hospital	CCAC	(412) 237-2500
9/7/2003	8:00	1002	030396	ACLS - R	0.00	0.00	8.00	Jefferson Hospital	CCAC	(412) 237-2500
9/10/2003	12:00	1500	030173	Communications	1.00	1.00	1.00	Jeannette Hospital	Don Thoma	(724) 527-9341
9/10/2003	11:00	2000	030172	Hazardous Materials Overview	1.00	1.00	1.00	Jeannette Hospital	Don Thoma	(724) 527-9341
9/10/2003	7:45	1003	030326	PALS	0.00	0.00	16.00	Children's Hospital	Prehospital Service	(412) 692-8720
9/10/2003	8:00	1004	030084	PALS-R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
9/12/2003	8:00	1004	030116	PALS-R	0.00	0.00	8.00	Westmoreland Hospital	Michael Gannon	(412) 359-3923
9/15/2003	7:00	1044	030515	ACLS for the Experienced Provider	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
9/15/2003	8:00	1002	030085	ACLS - R	0.00	0.00	8.00	West Penn Hospital	Michael Gannon	(412) 359-3923
9/16/2003	19:00	7600	030595	Soft Tissue Injuries	2.00	2.00	2.00	Latrobe Hospital	Keith Stouffer	(724) 537-1578
9/17/2003	8:00	1002	030086	ACLS - R	0.00	0.00	8.00	Allegheny general	Michael Gannon	(412) 359-3923
9/18/2003	19:00	7600	030717	Soft Tissue Injuries	2.00	2.00	2.00	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
9/18/2003	8:00	1004	030111	PALS-R	0.00	0.00	8.00	Canonsburg Hospital	Michael Gannon	(412) 359-3923
9/20/2003	7:30	1004	030695	PALS-R	0.00	0.00	8.00	Mon Valley Hospital	Linda Zidek	(724) 258-1072
9/22/2003	7:00	1002	030511	ACLS - R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
9/24/2003	19:00	253	030400	SHHS ALS Skills Review			2.50	Jefferson Hospital	CCAC	(412) 237-2500
9/24/2003	9:00	253	030403	SHHS ALS Skills Review			2.50	Jefferson Hospital	CCAC	(412) 237-2500
9/26/2003	7:45	1004	030319	PALS-R	0.00	0.00	8.00	Children's Hospital	Prehospital Service	(412) 692-8720
9/26/2003	7:30	1004	030526	PALS-R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
9/27/2003	8:00	7002	030493	BTLS-R	8.00	8.00	8.00	CEM	Bob Seitz	(412) 647-4671
9/27/2003	8:00	7003	030087	PHTLS	0.00	16.00	16.00	Allegheny General	Michael Gannon	(412) 359-3923
9/29/2003	8:00	1002	030088	ACLS - R	0.00	0.00	8.00	Allegheny general	Michael Gannon	(412) 359-3923
10/1/2003	12:00	8138	030697	Pulse/EM 2003-10 Health/Safety	1.50	1.50	1.50	Mon Valley	Linda Zidek	(724) 258-1072
10/1/2003	8:00	1003	030276	PALS	0.00	0.00	16.00	Sewickley Valley Hospital	MC Nash	(412) 749-7120
10/1/2003	8:00	1002	030089	ACLS - R	0.00	0.00	8.00	Alle Kiski center	Michael Gannon	(412) 359-3923
10/2/2003	8:00	1004	030274	PALS-R	0.00	0.00	8.00	Sewickley Valley Hospital	MC Nash	(412) 749-7120
10/3/2003	18:30	9993	030458	Case Review	3.00	3.00	3.00	Medical Center Beaver	Joe Campbell	(724) 773-3433
10/3/2003	8:00	1002	030112	ACLS - R	0.00	0.00	8.00	Canonsburg Hospital	Michael Gannon	(412) 359-3923
10/7/2003	8:00	1004	030090	PALS-R	0.00	0.00	8.00	Alle Kiski Center	Michael Gannon	(412) 359-3923
10/8/2003	11:00	3049	030174	MRSA / VRE & Other Nasty Bugs	2.00	2.00	2.00	Jeannette Hospital	Don Thoma	(724) 527-9341
10/8/2003	8:00	1002	030091	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
10/9/2003	19:00	750	030719	Well-Being of the EMT-Basic	1.50	1.50	1.50	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
10/10/2003	8:00	1003	030117	PALS	0.00	0.00	16.00	Westmoreland Hospital	Michael Gannon	(412) 359-3923
10/14/2003	18:00	503	030491	Emergency Vehicle Driver Training	16.00	16.00	16.00	CEM	Walt Stoy	(412) 647-4667
10/14/2003	8:00	1001	030092	ACLS	0.00	0.00	16.00	West Penn Hospital	Michael Gannon	(412) 359-3923
10/15/2003	18:30	9993	030453	Case Review	3.00	3.00	3.00	Medical Center Beaver	Joe Campbell	(724) 773-3433
10/15/2003	19:00	4007	030385	Poisoning & Overdose Emergencies	2.00	2.00	2.00	Latrobe Hospital	Kieth Stouffer	(724) 537-1578
10/15/2003	19:00	7602	030596	Ballistics & EMS	1.50	1.50	1.50	Latrobe Hospital	Keith Stouffer	(724) 537-1578
10/15/2003	8:00	1004	030145	PALS-R	0.00	0.00	8.00	Medical Rescue Team South	Adella Mueller	(724) 356-7381
10/16/2003	13:00	5261	030720	Lifting & Moving	3.00	3.00	3.00	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
10/16/2003	8:00	1003	030394	PALS	0.00	0.00	16.00	St Clair Hospital	CCAC	(412) 237-2500
10/16/2003	8:00	1002	030093	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
10/17/2003	7:45	1003	030327	PALS	0.00	0.00	16.00	Children's Hospital	Prehospital Service	(412) 692-8720
10/17/2003	8:00	1004	030393	PALS-R	0.00	0.00	8.00	St Clair Hospital	CCAC	(412) 237-2500
10/18/2003	8:00	1001	030496	ACLS	0.00	0.00	16.00	CEM	Dave Hostler	(412) 647-3643
10/21/2003	8:00	1001	030094	ACLS	0.00	0.00	16.00	Alle Kiski Center	Michael Gannon	(412) 359-3923
10/22/2003	7:30	1002	030693	ACLS - R	0.00	0.00	8.00	Mon Valley Hospital	Linda Zidek	(724) 258-1072
10/22/2003	17:30	1015	030268	PALS Refresher - Accelerated			5.00	Valley Ambulance	Judith Haluka	(412) 262-5736
10/23/2003	7:00	1001	030503	ACLS	0.00	0.00	16.00	Mercy Hospital	Jim Blosser	(412) 232-5906
10/25/2003	8:00	4069	030489	Advanced Medical Life Support(AMLS)	9.50	9.50	15.50	CEM	Tom Platt	(412) 647-4665
10/25/2003	8:00	1002	030397	ACLS - R	0.00	0.00	8.00	Jefferson Hospital	CCAC	(412) 237-2500
10/25/2003	8:00	7002	030095	BTLS-R	8.00	8.00	8.00	Alle Kiski Center	Michael Gannon	(412) 359-3923
10/26/2003	8:00	1004	030399	PALS-R	0.00	0.00	8.00	Jefferson Hospital	CCAC	(412) 237-2500
10/27/2003	8:00	1014	030283	ACLS Refresher - Accelerated			6.00	Valley Ambulance	MC Nash	(412) 749-7120
10/30/2003	8:00	1003	030096	PALS	0.00	0.00	16.00	Forbes Regional	Michael Gannon	(412) 359-3923
11/1/2003	12:00	8139	030696	Pulse/EM 2003-11 Burns	1.50	1.50	1.50	Mon Valley	Linda Zidek	(724) 258-1072
11/3/2003	8:00	1002	030097	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
11/6/2003	19:30	3500	030722	Mass Casualty/Triage Overview	1.00	1.00	1.00	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
11/6/2003	18:00	7032	030721	Mechanism of Injury	1.50	1.50	1.50	Rescue 8 North Huntingdon	Walt Lipinski	(724) 864-2540
11/6/2003	8:00	1004	030098	PALS-R	0.00	0.00	8.00	Forbes Regional	Michael Gannon	(412) 359-3923
11/8/2003	8:00	7004	030272	PHTLS-R	0.00	8.00	8.00	Valley Ambulance	MC Nash	(412) 749-7120
11/10/2003	7:00	1044	030516	ACLS for the Experienced Provider	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
11/12/2003	11:00	7802	030175	Head Injuries	2.00	2.00	2.00	Jeannette Hospital	Don Thoma	(724) 527-9341
11/12/2003	7:45	1004	030320	PALS-R	0.00	0.00	8.00	Children's Hospital	Prehospital Service	(412) 692-8720
11/12/2003	8:00	1003	030099	PALS	0.00	0.00	16.00	Allegheny General	Michael Gannon	(412) 359-3923
11/12/2003	8:00	1002	030142	ACLS - R	0.00	0.00	8.00	Medical Rescue Team South	Adella Mueller	(724) 356-7381
11/13/2003	7:30	1003	030522	PALS	0.00	0.00	16.00	Mercy Hospital	Jim Blosser	(412) 232-5906
11/14/2003	18:30	7006	030497	PBTLS	8.00	8.00	8.00	CEM	Bob Seitz	(412) 647-4671
11/15/2003	8:00	7004	030113	PHTLS-R	0.00	8.00	8.00	Canonsburg Hospital	Michael Gannon	(412) 359-3923
11/17/2003	7:30	1004	030527	PALS-R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
11/18/2003	8:00	1001	030100	ACLS	0.00	0.00	16.00	Allegheny General	Michael Gannon	(412) 359-3923
11/19/2003	7:00	1002	030512	ACLS - R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
11/19/2003	8:00	1002	030101	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
11/20/2003	8:00	1003	030102	PALS	0.00	0.00	16.00	Alle Kiski center	Michael Gannon	(412) 359-3923
11/21/2003	8:00	1002	030398	ACLS - R	0.00	0.00	8.00	Jefferson Hospital	CCAC	(412) 237-2500
11/22/2003	17:30	1015	030267	PALS Refresher - Accelerated			5.00	Valley Ambulance	Judith Haluka	(412) 262-5736
11/24/2003	8:00	1002	030103	ACLS - R	0.00	0.00	8.00	Forbes Regional	Michael Gannon	(412) 359-3923
11/26/2003	18:30	9993	030452	Case Review	3.00	3.00	3.00	The Medical Center Beacver	Joe Campbell	(724) 773-3433
12/3/2003	9:00	253	030401	SHHS ALS Skills Review			2.50	Jefferson Hospital	CCAC	(412) 237-2500
12/3/2003	19:00	253	030402	SHHS ALS Skills Review			2.50	Jefferson Hospital	CCAC	(412) 237-2500
12/5/2003	8:00	1001	030280	ACLS	0.00	0.00	16.00	Valley Ambulance	MC Nash	(412) 749-7120
12/6/2003	8:00	1002	030279	ACLS - R	0.00	0.00	8.00	Valley Ambulance	MC Nash	(412) 749-7120
12/10/2003	11:00	1750	030176	Environmental Emergencies	2.00	2.00	2.00	Jeannette Hospital	Don Thoma	(724) 527-9341
12/10/2003	8:00	1001	030104	ACLS	0.00	0.00	16.00	Allegheny General	Michael Gannon	(412) 359-3923
12/11/2003	7:00	1001	030504	ACLS	0.00	0.00	16.00	Mercy Hospital	Jim Blosser	(412) 232-5906
12/12/2003	7:45	1003	030328	PALS	0.00	0.00	16.00	Children's Hospital	Prehospital Service	(412) 692-8720
12/12/2003	19:00	4741	030386	ALS Skills Review			4.00	Latrobe Hospital	Keith Stouffer	(724) 537-1578
12/13/2003	8:00	4741	030387	ALS Skills Review			4.00	Latrobe Hospital	Kieth Stouffer	(724) 537-1578
12/17/2003	7:30	1004	030528	PALS-R	0.00	0.00	8.00	Mercy Hospital	Jim Blosser	(412) 232-5906
12/17/2003	8:00	1002	030105	ACLS - R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
12/19/2003	8:00	1004	030106	PALS-R	0.00	0.00	8.00	Allegheny General	Michael Gannon	(412) 359-3923
